property_id,id,full_address,street_address,unit,city,state,zip_code,county,latitude,longitude,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,building_age,last_sale_price,last_sale_date,days_since_sale,price_per_sqft,assessed_value,tax_year,annual_tax,owner_name,owner_occupied,assessor_id,building_age_grp
P-101008,11008,"6620 Pine Rd, Apt 19D, Waukegan, IL 74798",6620 Pine Rd,Apt 19D,Waukegan,IL,74798,Lake,47.326547,-77.966319,Condo,1,2.5,3697,13894,1964,60,393830.25,21/07/2024,632,106.53,376276.94,2023,7901.82,Timothy Johnson,False,IL-LA-34443,Old
P-101009,11009,"5735 Lake Dr, Apt 10C, Charlotte, NC 58959",5735 Lake Dr,Apt 10C,Charlotte,NC,58959,Mecklenburg,46.608546,-126.354346,Condo,2,2.0,1984,4454,2001,23,660715.5,23/02/2017,3337,333.02,616320.82,2024,9486.03,Kimberly Hill,False,NC-ME-10186,Mid-age
P-101017,11017,"7116 Jackson Dr, Apt 14B, Reno, NV 12216",7116 Jackson Dr,Apt 14B,Reno,NV,12216,Washoe,36.093749,-98.664302,Townhouse,6,4.0,5453,8918,1995,29,370411.63,23/02/2020,2242,67.93,351518.91,2022,3066.08,James Rodriguez,True,NV-WA-32115,Mid-age
P-101020,11020,"7884 Willow Way, Apt 21C, Salt Lake City, UT 56191",7884 Willow Way,Apt 21C,Salt Lake City,UT,56191,Salt Lake,27.286633,-101.545986,Condo,6,3.0,2263,4151,1997,27,191522.5,25/08/2017,3154,84.63,175179.76,2023,1797.43,Paul Baker,False,UT-SA-85788,Mid-age
P-101022,11022,"2398 Willow Way, Apt 29C, Austin, TX 83565",2398 Willow Way,Apt 29C,Austin,TX,83565,Travis,33.303081,-130.363179,Condo,6,4.0,4666,11234,1958,66,566468.77,19/08/2019,2430,121.4,529671.91,2023,10593.44,Jennifer Clark,False,TX-TR-60548,Old
P-101023,11023,"653 Adams St, Apt 29E, Minneapolis, MN 53335",653 Adams St,Apt 29E,Minneapolis,MN,53335,Hennepin,21.875196,-121.616574,Townhouse,3,2.5,4452,7715,1924,100,579313.38,14/12/2021,1582,130.12,632908.82,2024,8303.44,Susan Robinson,True,MN-HE-24406,Old
P-101024,11024,"5967 Lake Dr, Apt 10B, Billings, MT 84620",5967 Lake Dr,Apt 10B,Billings,MT,84620,Yellowstone,39.442554,-137.621606,Condo,1,3.5,5462,13096,2012,12,126206.48,26/02/2022,1508,23.11,114207.95,2022,1638.68,Ashley Clark,False,MT-YE-65910,New
P-101025,11025,"5244 Heritage Ln, Apt 24B, San Francisco, CA 78749",5244 Heritage Ln,Apt 24B,San Francisco,CA,78749,San Francisco,37.450271,-108.315573,Townhouse,7,3.5,5611,12057,1964,60,3263939.89,22/08/2021,1696,581.7,3254924.01,2022,37699.98,Nancy Carter,True,CA-SA-48293,Old
P-101026,11026,"4317 Elm St, Apt 1E, Lakewood, CO 50023",4317 Elm St,Apt 1E,Lakewood,CO,50023,Jefferson,37.217648,-122.589592,Townhouse,5,2.5,5576,9548,2010,14,1433699.99,21/05/2023,1059,257.12,1265579.14,2023,14454.26,Kenneth Moore,False,CO-JE-44576,New
P-101029,11029,"2158 Maple Dr, Apt 7D, Jacksonville, FL 42038",2158 Maple Dr,Apt 7D,Jacksonville,FL,42038,Duval,21.269257,-130.745902,Townhouse,4,3.0,3725,4775,1938,86,684356.91,11/10/2023,916,183.72,663807.08,2022,6437.08,Deborah Thompson,True,FL-DU-25046,Old
P-101030,11030,"6546 Hillcrest Ave, Apt 23C, Reno, NV 79306",6546 Hillcrest Ave,Apt 23C,Reno,NV,79306,Washoe,39.734938,-122.93025,Townhouse,5,3.5,5744,16844,1980,44,871797.04,21/01/2020,2275,151.78,943263.6,2022,17990.28,Michelle Wilson,False,NV-WA-44221,Mid-age
P-101031,11031,"4988 Lincoln Rd, Apt 2B, Indianapolis, IN 43996",4988 Lincoln Rd,Apt 2B,Indianapolis,IN,43996,Marion,39.437718,-122.500257,Condo,1,1.5,2425,11305,1990,34,409369.56,10/05/2016,3626,168.81,352635.47,2022,3627.18,Mark Hernandez,False,IN-MA-27790,Mid-age
P-101033,11033,"635 Ridgewood Rd, Apt 7C, San Antonio, TX 28463",635 Ridgewood Rd,Apt 7C,San Antonio,TX,28463,Bexar,36.080643,-132.589559,Townhouse,1,2.0,5956,7425,2002,22,636878.06,26/10/2020,1996,106.93,593217.68,2023,11864.35,Thomas Gonzalez,False,TX-BE-49596,Mid-age
P-101041,11041,"1733 Lake Dr, Apt 28D, Decatur, GA 21080",1733 Lake Dr,Apt 28D,Decatur,GA,21080,DeKalb,23.277746,-152.898274,Condo,4,5.0,943,4804,2009,15,390391.38,25/07/2018,2820,413.99,377055.48,2024,5795.45,Brian Jones,True,GA-DE-16485,New
P-101042,11042,"690 Madison Ave, Apt 13C, Denver, CO 88415",690 Madison Ave,Apt 13C,Denver,CO,88415,Denver,25.002841,-147.989497,Townhouse,5,3.0,6288,12103,1942,82,1017813.15,14/01/2018,3012,161.87,1084708.77,2022,15107.72,Susan Lopez,True,CO-DE-74517,Old
P-101043,11043,"3709 Lakeshore Dr, Apt 30B, Charlotte, NC 33827",3709 Lakeshore Dr,Apt 30B,Charlotte,NC,33827,Mecklenburg,25.334069,-125.617659,Condo,2,2.0,1525,7680,1942,82,413969.66,09/09/2022,1313,271.46,416258.81,2023,6282.69,Carol Harris,False,NC-ME-35212,Old
P-101045,11045,"6285 Birch St, Apt 8C, Cleveland, OH 99699",6285 Birch St,Apt 8C,Cleveland,OH,99699,Cuyahoga,30.258063,-103.749263,Townhouse,2,4.5,4670,8886,1999,25,667552.83,30/03/2024,745,142.94,613600.07,2024,9753.29,William Hill,False,OH-CU-64278,Mid-age
P-101057,11057,"3614 Riverside Dr, Apt 1A, Naperville, IL 63413",3614 Riverside Dr,Apt 1A,Naperville,IL,63413,DuPage,44.8534,-149.752745,Townhouse,6,1.5,5770,14655,2023,1,705033.18,02/09/2017,3146,122.19,649157.28,2023,13632.3,Sarah Ramirez,True,IL-DU-24242,Very New
P-101058,11058,"2640 Birch St, Apt 16C, Lawrenceville, GA 30558",2640 Birch St,Apt 16C,Lawrenceville,GA,30558,Gwinnett,26.329815,-137.372032,Townhouse,2,1.5,6113,14969,1985,39,690250.06,10/10/2023,917,112.92,624537.07,2022,8451.88,Joshua Campbell,False,GA-GW-79252,Mid-age
P-101062,11062,"247 Harbor View Blvd, Apt 20D, Albuquerque, NM 49041",247 Harbor View Blvd,Apt 20D,Albuquerque,NM,49041,Bernalillo,44.494752,-106.598153,Townhouse,1,4.5,2796,13075,1980,44,231321.12,12/05/2019,2529,82.73,213648.58,2024,4243.39,Lisa Jones,False,NM-BE-85247,Mid-age
P-101066,11066,"8621 River Blvd, Apt 18C, Knoxville, TN 39024",8621 River Blvd,Apt 18C,Knoxville,TN,39024,Knox,21.014436,-80.678395,Townhouse,5,2.5,6053,6727,1962,62,496324.73,21/10/2018,2732,82.0,518381.92,2024,5621.09,Joshua Mitchell,True,TN-KN-23891,Old
P-101068,11068,"6447 Heritage Ln, Apt 6D, Knoxville, TN 22725",6447 Heritage Ln,Apt 6D,Knoxville,TN,22725,Knox,35.785891,-90.248892,Condo,7,4.5,5034,15928,1957,67,456954.7,24/11/2019,2333,90.77,372662.96,2023,7068.58,Mary Adams,True,TN-KN-71879,Old
P-101069,11069,"672 Oak Ave, Apt 22C, Boise, ID 24810",672 Oak Ave,Apt 22C,Boise,ID,24810,Ada,37.72212,-139.248093,Townhouse,6,1.5,989,4772,1954,70,836768.51,19/11/2022,1242,846.08,907817.0,2023,8695.36,Joshua Williams,True,ID-AD-45947,Old
P-101071,11071,"229 Valley View Dr, Apt 14C, Tampa, FL 40921",229 Valley View Dr,Apt 14C,Tampa,FL,40921,Hillsborough,26.709554,-101.737402,Condo,4,1.0,2718,10892,1959,65,494712.25,03/12/2021,1593,182.01,440824.33,2023,7148.77,Daniel White,True,FL-HI-88745,Old
P-101076,11076,"7657 Park Way, Apt 14A, Orlando, FL 56714",7657 Park Way,Apt 14A,Orlando,FL,56714,Orange,36.385395,-95.897478,Townhouse,4,2.5,2729,7470,1997,27,278476.13,18/07/2022,1366,102.04,242110.04,2024,3489.24,Joseph Gonzalez,True,FL-OR-38543,Mid-age
P-101079,11079,"1859 Hillcrest Ave, Apt 8B, Louisville, KY 65686",1859 Hillcrest Ave,Apt 8B,Louisville,KY,65686,Jefferson,39.167315,-140.644737,Condo,7,4.0,4667,6102,2014,10,493768.84,16/12/2017,3041,105.8,451141.76,2022,6816.7,Betty Nguyen,False,KY-JE-50683,New
P-101080,11080,"2337 Adams St, Apt 23C, Troy, MI 59292",2337 Adams St,Apt 23C,Troy,MI,59292,Oakland,37.671282,-119.588989,Townhouse,1,1.0,6248,6853,1934,90,157614.89,09/08/2019,2440,25.23,152292.4,2023,1634.78,Mary Wright,False,MI-OA-99621,Old
P-101081,11081,"1659 Pine Rd, Apt 12D, Bronx, NY 80818",1659 Pine Rd,Apt 12D,Bronx,NY,80818,Bronx,36.752951,-99.269312,Condo,3,2.0,5929,10759,1969,55,1294652.82,06/07/2020,2108,218.36,1337303.47,2023,29420.68,Brian Flores,False,NY-BR-86393,Old
P-101082,11082,"9292 Meadow Ln, Apt 20A, Hempstead, NY 74261",9292 Meadow Ln,Apt 20A,Hempstead,NY,74261,Nassau,29.707726,-95.231848,Townhouse,7,5.0,1635,10127,2014,10,789043.73,22/08/2019,2427,482.6,643388.34,2022,14154.54,Deborah Nguyen,True,NY-NA-80623,New
P-101086,11086,"8922 Oak Ave, Apt 5E, Boston, MA 70906",8922 Oak Ave,Apt 5E,Boston,MA,70906,Suffolk,46.471397,-155.96568,Townhouse,2,2.0,6115,12579,1922,102,2725692.85,02/12/2024,498,445.74,2280200.6,2022,39783.06,Jennifer Smith,True,MA-SU-79813,Old
P-101088,11088,"3576 Lakeshore Dr, Apt 12B, Aurora, CO 37077",3576 Lakeshore Dr,Apt 12B,Aurora,CO,37077,Arapahoe,31.612214,-78.197412,Condo,4,2.5,3705,10292,1937,87,1398015.13,25/05/2025,324,377.33,1209436.71,2023,17072.27,Joshua Sanchez,True,CO-AR-37392,Old
P-101090,11090,"5780 Park Way, Apt 1C, Knoxville, TN 23272",5780 Park Way,Apt 1C,Knoxville,TN,23272,Knox,31.065518,-135.589358,Townhouse,1,2.0,4762,8693,1980,44,499204.06,27/02/2021,1872,104.83,403582.48,2022,5866.65,Mark Roberts,False,TN-KN-63721,Mid-age
P-101091,11091,"4933 Washington Ave, Apt 30C, Charlotte, NC 78319",4933 Washington Ave,Apt 30C,Charlotte,NC,78319,Mecklenburg,23.17848,-86.7703,Condo,1,4.0,1227,1799,1933,91,606292.44,21/06/2018,2854,494.13,569034.65,2023,8885.63,Jessica Perez,True,NC-ME-93206,Old
P-101092,11092,"4451 Maple Dr, Apt 22C, Philadelphia, PA 58929",4451 Maple Dr,Apt 22C,Philadelphia,PA,58929,Philadelphia,46.528366,-153.739813,Condo,5,1.0,1708,9742,1947,77,126452.6,06/09/2024,585,74.04,119621.87,2022,1563.06,Paul Miller,True,PA-PH-43969,Old
P-101094,11094,"2936 Birch St, Apt 5D, Atlanta, GA 80330",2936 Birch St,Apt 5D,Atlanta,GA,80330,Fulton,41.233581,-132.794893,Townhouse,5,4.5,2808,8049,2016,8,869514.74,10/01/2025,459,309.66,918819.34,2022,16514.76,Stephanie Perez,True,GA-FU-69464,New
P-101095,11095,"7530 Jackson Dr, Apt 29A, Tampa, FL 35761",7530 Jackson Dr,Apt 29A,Tampa,FL,35761,Hillsborough,21.563734,-72.798335,Condo,5,1.5,1465,7752,1954,70,725014.54,11/09/2017,3137,494.89,760322.73,2022,8865.97,Jessica Nguyen,True,FL-HI-78513,Old
P-101096,11096,"8184 Jefferson St, Apt 30A, Boston, MA 81876",8184 Jefferson St,Apt 30A,Boston,MA,81876,Suffolk,33.452172,-100.284737,Townhouse,5,2.5,2517,6030,1971,53,1316092.29,15/12/2020,1946,522.88,1230351.69,2023,11234.98,Melissa Smith,False,MA-SU-91617,Old
P-101108,11108,"1589 Broadway, Apt 30A, New Orleans, LA 66343",1589 Broadway,Apt 30A,New Orleans,LA,66343,Orleans,35.323054,-121.799503,Condo,6,5.0,3988,8170,1981,43,553682.03,30/05/2017,3241,138.84,588919.71,2024,9477.82,David Wilson,True,LA-OR-17705,Mid-age
P-101113,11113,"7583 Lakeshore Dr, Apt 8B, Chicago, IL 90973",7583 Lakeshore Dr,Apt 8B,Chicago,IL,90973,Cook,22.18533,-156.225145,Townhouse,3,5.0,1273,10245,1974,50,494422.55,23/05/2023,1057,388.39,453164.16,2022,9516.45,Joshua Nguyen,True,IL-CO-99692,Old
P-101121,11121,"7230 Ridgewood Rd, Apt 4E, Minneapolis, MN 39411",7230 Ridgewood Rd,Apt 4E,Minneapolis,MN,39411,Hennepin,46.326588,-89.844363,Condo,3,4.0,976,5980,2003,21,258609.4,30/08/2024,592,264.97,282799.94,2023,5613.84,Kevin Martin,True,MN-HE-13296,Mid-age
P-101124,11124,"6797 Harbor View Blvd, Apt 17E, Portland, OR 76930",6797 Harbor View Blvd,Apt 17E,Portland,OR,76930,Multnomah,43.69087,-133.548063,Townhouse,3,4.5,4426,5745,2004,20,491572.43,10/08/2025,247,111.06,487508.89,2023,3988.08,Mark Miller,False,OR-MU-49755,Mid-age
P-101125,11125,"5037 Sunset Blvd, Apt 14C, Baltimore, MD 26456",5037 Sunset Blvd,Apt 14C,Baltimore,MD,26456,Baltimore,27.235277,-81.823786,Condo,3,1.0,3116,15011,1973,51,1354446.16,30/10/2017,3088,434.67,1237315.16,2022,23966.41,Barbara Garcia,True,MD-BA-93518,Old
P-101127,11127,"7695 Monroe Blvd, Apt 18A, Manhattan, NY 10330",7695 Monroe Blvd,Apt 18A,Manhattan,NY,10330,New York,43.715125,-119.673999,Condo,2,3.5,6147,15760,2020,4,1326875.65,23/06/2016,3582,215.86,1405426.72,2022,30919.39,Kimberly King,True,NY-NE-65020,Very New
P-101135,11135,"5865 Lakeshore Dr, Apt 18C, Columbus, OH 75601",5865 Lakeshore Dr,Apt 18C,Columbus,OH,75601,Franklin,21.834162,-142.23467,Condo,6,3.0,2190,4401,1947,77,803544.39,12/03/2024,763,366.92,681952.68,2022,8652.91,Robert Harris,False,OH-FR-60125,Old
P-101138,11138,"8917 Madison Ave, Apt 2B, Omaha, NE 85744",8917 Madison Ave,Apt 2B,Omaha,NE,85744,Douglas,24.629269,-109.86085,Condo,5,1.5,2405,2791,1921,103,355113.66,30/01/2025,439,147.66,362775.97,2024,6425.64,John Smith,True,NE-DO-39967,Old
P-101139,11139,"6134 Elm St, Apt 1C, Miami, FL 59421",6134 Elm St,Apt 1C,Miami,FL,59421,Miami-Dade,33.621186,-125.268628,Condo,4,3.0,3911,15591,2021,3,311153.06,17/10/2018,2736,79.56,329922.06,2024,6054.08,Joseph Martin,True,FL-MI-22251,Very New
P-101141,11141,"8172 Valley View Dr, Apt 24D, Eugene, OR 22908",8172 Valley View Dr,Apt 24D,Eugene,OR,22908,Lane,24.55064,-105.472046,Townhouse,4,5.0,1406,6998,1966,58,611516.8,23/01/2022,1542,434.93,645899.07,2024,5520.74,Brian Hill,True,OR-LA-39764,Old
P-101142,11142,"2615 Heritage Ln, Apt 4C, Dallas, TX 48367",2615 Heritage Ln,Apt 4C,Dallas,TX,48367,Dallas,32.53099,-92.781318,Townhouse,7,3.0,4063,11641,1979,45,230250.21,08/04/2022,1467,56.67,188666.41,2022,3773.33,Jessica Brown,False,TX-DA-70797,Mid-age
P-101147,11147,"7870 Lincoln Rd, Apt 20D, Manhattan, NY 85721",7870 Lincoln Rd,Apt 20D,Manhattan,NY,85721,New York,32.080181,-149.708704,Townhouse,5,4.5,4114,8330,2019,5,476945.42,18/02/2024,786,115.93,479112.39,2024,10540.47,Donald Brown,False,NY-NE-75561,New
P-101148,11148,"5654 Hillcrest Ave, Apt 2B, Arlington, VA 43382",5654 Hillcrest Ave,Apt 2B,Arlington,VA,43382,Arlington,25.207808,-83.003161,Townhouse,6,1.0,2576,11209,1953,71,476595.09,02/04/2024,742,185.01,449456.37,2023,7638.49,David Robinson,False,VA-AR-33627,Old
P-101157,11157,"6185 Clearwater Ct, Apt 2B, Irvine, CA 41220",6185 Clearwater Ct,Apt 2B,Irvine,CA,41220,Orange,37.421958,-132.684124,Condo,5,1.0,5390,9079,1942,82,3191194.39,17/05/2022,1428,592.06,3469260.79,2022,36342.17,James Hernandez,True,CA-OR-18812,Old
P-101158,11158,"5529 Hillcrest Ave, Apt 20B, Cleveland, OH 17782",5529 Hillcrest Ave,Apt 20B,Cleveland,OH,17782,Cuyahoga,24.008336,-80.027947,Condo,3,3.0,3291,15053,2007,17,820020.45,01/10/2023,926,249.17,866429.39,2024,12174.65,Emily Scott,True,OH-CU-37282,New
P-101160,11160,"1582 Broadway, Apt 10E, Seattle, WA 85993",1582 Broadway,Apt 10E,Seattle,WA,85993,King,22.524604,-89.13341,Townhouse,4,3.5,5611,15460,1998,26,858386.78,25/08/2025,232,152.98,717071.7,2022,14057.31,Betty Gonzalez,True,WA-KI-70265,Mid-age
P-101161,11161,"4652 Broadway, Apt 4D, Cleveland, OH 18593",4652 Broadway,Apt 4D,Cleveland,OH,18593,Cuyahoga,45.019983,-123.598022,Townhouse,7,3.0,5850,7372,1992,32,278456.59,04/04/2021,1836,47.6,251326.38,2022,3777.81,Susan Sanchez,True,OH-CU-40025,Mid-age
P-101162,11162,"3903 Creekside Dr, Apt 14A, Cleveland, OH 26791",3903 Creekside Dr,Apt 14A,Cleveland,OH,26791,Cuyahoga,46.020084,-82.617532,Condo,4,3.5,1838,12778,1985,39,611053.15,24/10/2021,1633,332.46,535015.14,2022,10040.94,Barbara Hall,True,OH-CU-91370,Mid-age
P-101164,11164,"1744 River Blvd, Apt 3E, Brooklyn, NY 49257",1744 River Blvd,Apt 3E,Brooklyn,NY,49257,Kings,27.300714,-83.805489,Condo,7,4.5,4574,14261,1979,45,2395019.31,11/05/2023,1069,523.62,2250938.13,2022,49520.64,Deborah Taylor,False,NY-KI-30096,Mid-age
P-101165,11165,"3970 Adams St, Apt 27E, Provo, UT 92350",3970 Adams St,Apt 27E,Provo,UT,92350,Utah,42.144218,-129.043761,Condo,7,1.5,5439,8393,2014,10,843583.33,14/03/2026,31,155.1,751424.66,2024,10367.58,Robert Ramirez,True,UT-UT-60096,New
P-101167,11167,"8348 Hillcrest Ave, Apt 22E, Reno, NV 79113",8348 Hillcrest Ave,Apt 22E,Reno,NV,79113,Washoe,35.055727,-84.829817,Condo,2,3.5,6330,13493,2010,14,739113.07,08/10/2024,553,116.76,680988.65,2022,5594.92,Paul Moore,True,NV-WA-26427,New
P-101168,11168,"6037 Clearwater Ct, Apt 30D, Hempstead, NY 38404",6037 Clearwater Ct,Apt 30D,Hempstead,NY,38404,Nassau,43.849984,-101.524628,Townhouse,6,3.5,1256,10850,1970,54,964757.67,01/07/2024,652,768.12,821765.2,2023,18078.83,Michael Wright,True,NY-NA-96990,Old
P-101169,11169,"5013 Harbor View Blvd, Apt 23D, Hempstead, NY 32557",5013 Harbor View Blvd,Apt 23D,Hempstead,NY,32557,Nassau,35.640472,-140.582844,Condo,2,1.0,1342,4119,2021,3,945702.0,20/03/2023,1121,704.7,781298.19,2024,17188.56,Joshua Smith,False,NY-NA-89362,Very New
P-101170,11170,"2889 Harbor View Blvd, Apt 2A, Troy, MI 15211",2889 Harbor View Blvd,Apt 2A,Troy,MI,15211,Oakland,24.56104,-122.330333,Condo,7,3.5,1031,10545,1966,58,455640.69,16/03/2024,759,441.94,373637.21,2023,5890.09,Mary Rivera,True,MI-OA-19813,Old
P-101176,11176,"5011 Washington Ave, Apt 19C, Atlanta, GA 15397",5011 Washington Ave,Apt 19C,Atlanta,GA,15397,Fulton,44.378427,-132.028291,Condo,4,3.0,2784,7163,1929,95,719494.3,24/05/2024,690,258.44,622871.46,2023,8185.03,Nancy Gonzalez,True,GA-FU-60950,Old
P-101184,11184,"864 Forest Glen Rd, Apt 11A, Oklahoma City, OK 71699",864 Forest Glen Rd,Apt 11A,Oklahoma City,OK,71699,Oklahoma,40.912892,-107.180222,Condo,3,2.0,6304,14742,2008,16,601975.53,10/10/2016,3473,95.49,572547.66,2023,11364.46,Mary Mitchell,False,OK-OK-93582,New
P-101187,11187,"9305 Sunset Blvd, Apt 1B, Tampa, FL 64877",9305 Sunset Blvd,Apt 1B,Tampa,FL,64877,Hillsborough,39.61434,-72.977531,Condo,7,2.5,4398,5879,1978,46,695279.43,20/03/2026,25,158.09,667585.09,2023,10233.38,William Sanchez,True,FL-HI-30674,Mid-age
P-101188,11188,"8874 Monroe Blvd, Apt 11E, Baton Rouge, LA 21416",8874 Monroe Blvd,Apt 11E,Baton Rouge,LA,21416,East Baton Rouge,38.876153,-136.345737,Townhouse,3,1.0,1525,6149,1965,59,724568.19,09/06/2019,2501,475.13,792328.67,2023,6593.29,Anthony Hill,True,LA-EA-90862,Old
P-101196,11196,"4986 Broadway, Apt 13D, Manhattan, NY 96196",4986 Broadway,Apt 13D,Manhattan,NY,96196,New York,44.23799,-138.299383,Townhouse,1,1.5,1879,5529,1978,46,1560907.19,08/03/2026,37,830.71,1334250.8,2023,29353.52,Betty Rivera,True,NY-NE-89959,Mid-age
P-101197,11197,"2260 Heritage Ln, Apt 22A, Austin, TX 41756",2260 Heritage Ln,Apt 22A,Austin,TX,41756,Travis,30.948965,-145.432688,Condo,1,3.5,3507,7149,2009,15,715996.66,01/06/2023,1048,204.16,680461.49,2022,13609.23,Donald White,False,TX-TR-46488,New
P-101199,11199,"8766 Willow Way, Apt 1D, Tulsa, OK 47185",8766 Willow Way,Apt 1D,Tulsa,OK,47185,Tulsa,36.51064,-145.746744,Townhouse,3,4.5,6060,8913,1937,87,703825.88,29/05/2023,1051,116.14,602333.19,2024,7615.55,William Clark,True,OK-TU-26883,Old
P-101202,11202,"8673 Adams St, Apt 22D, San Diego, CA 89692",8673 Adams St,Apt 22D,San Diego,CA,89692,San Diego,42.547109,-148.678829,Condo,5,5.0,2153,11975,1930,94,922011.58,13/11/2024,517,428.25,848928.59,2022,6836.45,John Jackson,True,CA-SA-95507,Old
P-101205,11205,"7114 River Blvd, Apt 8A, Minneapolis, MN 91577",7114 River Blvd,Apt 8A,Minneapolis,MN,91577,Hennepin,45.996846,-108.393159,Townhouse,4,2.0,5256,14188,1924,100,626247.3,01/09/2016,3512,119.15,570515.34,2024,5465.82,James Garcia,True,MN-HE-57775,Old
P-101206,11206,"6792 Willow Way, Apt 11B, Eugene, OR 23173",6792 Willow Way,Apt 11B,Eugene,OR,23173,Lane,45.815853,-119.536631,Townhouse,4,2.0,5938,16455,2018,6,648455.62,15/10/2016,3468,109.2,520073.25,2022,9124.6,Lisa Young,True,OR-LA-31412,New
P-101221,11221,"231 Park Way, Apt 25C, Seattle, WA 11435",231 Park Way,Apt 25C,Seattle,WA,11435,King,43.778899,-105.962175,Townhouse,1,2.0,1080,4967,2001,23,537878.1,11/03/2022,1495,498.04,452127.79,2024,5040.1,William Hall,True,WA-KI-70302,Mid-age
P-101223,11223,"9775 Lake Dr, Apt 12E, Seattle, WA 15746",9775 Lake Dr,Apt 12E,Seattle,WA,15746,King,29.454103,-91.996504,Townhouse,3,3.0,3298,6986,1985,39,726216.97,12/01/2020,2284,220.2,584522.59,2024,5523.33,Emily Hill,True,WA-KI-92477,Mid-age
P-101230,11230,"8109 Monroe Blvd, Apt 27D, Saint Paul, MN 38444",8109 Monroe Blvd,Apt 27D,Saint Paul,MN,38444,Ramsey,26.025824,-85.887965,Townhouse,6,4.5,2342,13525,1937,87,284059.98,18/08/2016,3526,121.29,261750.41,2023,2219.39,Emily Rodriguez,True,MN-RA-31478,Old
P-101231,11231,"6261 Washington Ave, Apt 23A, Kansas City, MO 43854",6261 Washington Ave,Apt 23A,Kansas City,MO,43854,Jackson,25.381454,-115.814395,Condo,5,2.0,2433,14244,1988,36,796623.63,22/12/2018,2670,327.42,670922.32,2022,7285.94,Susan Johnson,True,MO-JA-42946,Mid-age
P-101235,11235,"563 Harbor View Blvd, Apt 16C, Baltimore, MD 10452",563 Harbor View Blvd,Apt 16C,Baltimore,MD,10452,Baltimore,26.494387,-125.548959,Condo,4,1.0,3344,13409,1960,64,503358.86,20/08/2020,2063,150.53,522911.67,2022,8137.6,Jennifer Campbell,False,MD-BA-93927,Old
P-101238,11238,"9450 Orchard Ln, Apt 23B, Baton Rouge, LA 85276",9450 Orchard Ln,Apt 23B,Baton Rouge,LA,85276,East Baton Rouge,43.224036,-95.398131,Townhouse,7,1.5,2710,12519,2010,14,514747.16,24/11/2025,141,189.94,502796.37,2024,9384.66,Daniel Smith,False,LA-EA-88278,New
P-101239,11239,"6931 Summit Rd, Apt 11E, Manhattan, NY 48875",6931 Summit Rd,Apt 11E,Manhattan,NY,48875,New York,26.736673,-145.534438,Condo,5,3.0,3721,5382,1936,88,757575.12,23/03/2018,2944,203.59,730617.41,2024,16073.58,Andrew Adams,True,NY-NE-23674,Old
P-101243,11243,"501 Ridgewood Rd, Apt 2E, Troy, MI 77543",501 Ridgewood Rd,Apt 2E,Troy,MI,77543,Oakland,32.352106,-118.387418,Condo,5,4.0,2179,13291,1989,35,308324.66,29/03/2026,16,141.5,325866.73,2023,3209.78,Betty Davis,True,MI-OA-81172,Mid-age
P-101246,11246,"6368 Hillcrest Ave, Apt 14A, Pittsburgh, PA 43469",6368 Hillcrest Ave,Apt 14A,Pittsburgh,PA,43469,Allegheny,29.615047,-143.610156,Condo,7,3.0,2730,3855,2018,6,519587.88,04/06/2019,2506,190.33,489292.18,2023,3943.33,Richard Gonzalez,True,PA-AL-80046,New
P-101250,11250,"5373 Orchard Ln, Apt 21A, Lexington, KY 93914",5373 Orchard Ln,Apt 21A,Lexington,KY,93914,Fayette,37.937695,-137.618835,Condo,6,1.0,3358,12934,2000,24,713789.32,11/10/2025,185,212.56,601086.8,2023,4816.55,Melissa Flores,True,KY-FA-29285,Mid-age
P-101251,11251,"1574 Hillcrest Ave, Apt 10E, Tucson, AZ 79526",1574 Hillcrest Ave,Apt 10E,Tucson,AZ,79526,Pima,36.912312,-90.644552,Townhouse,5,3.0,5601,5888,1979,45,269143.64,13/10/2022,1279,48.05,227714.21,2022,2085.05,Deborah Lewis,False,AZ-PI-71756,Mid-age
P-101253,11253,"8526 Jackson Dr, Apt 7A, Troy, MI 23896",8526 Jackson Dr,Apt 7A,Troy,MI,23896,Oakland,36.119616,-143.151905,Condo,2,4.0,855,11387,1966,58,683605.83,21/01/2022,1544,799.54,693811.69,2023,6930.45,Mark Walker,True,MI-OA-77679,Old
P-101254,11254,"3253 Main St, Apt 27C, Portland, OR 60324",3253 Main St,Apt 27C,Portland,OR,60324,Multnomah,31.675661,-83.622079,Condo,6,1.5,3643,5154,2023,1,935557.28,01/05/2017,3270,256.81,962975.54,2023,13954.08,Barbara Jackson,False,OR-MU-60001,Very New
P-101261,11261,"2504 Sunset Blvd, Apt 17E, Baltimore, MD 60806",2504 Sunset Blvd,Apt 17E,Baltimore,MD,60806,Baltimore,35.6619,-79.268495,Condo,3,5.0,6029,13183,2004,20,664545.8,10/03/2021,1861,110.22,715314.49,2022,11850.03,Robert Clark,True,MD-BA-70324,Mid-age
P-101264,11264,"8904 Jefferson St, Apt 4C, Cambridge, MA 23719",8904 Jefferson St,Apt 4C,Cambridge,MA,23719,Middlesex,46.754252,-129.911391,Condo,4,1.0,5936,17430,1933,91,2745255.37,27/09/2023,930,462.48,3001478.47,2023,54656.87,Richard Sanchez,True,MA-MI-68191,Old
